uniprotkb_A	uniprotkb_B	gene_symbol_A	gene_symbol_B	interaction_detection_method	publication_first_author	publication_year	publication_identifier	interaction_type	interaction_identifier	intact_miscore
Q14197	P30837	ICT1	ALDH1B1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9BT17	ICT1	MTG1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q96CW1	ICT1	AP2M1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P49411	ICT1	TUFM	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9BYN8	ICT1	MRPS26	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P42126	ICT1	ECI1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P23378	ICT1	GLDC	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9NX20	ICT1	MRPL16	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9UJZ1	ICT1	STOML2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P23368	ICT1	ME2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9HD33	ICT1	MRPL47	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9Y277	ICT1	VDAC3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9BYD2	ICT1	MRPL9	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q5JTZ9	ICT1	AARS2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P05141	ICT1	SLC25A5	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	O75964	ICT1	ATP5L	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9H0U6	ICT1	MRPL18	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9P0M9	ICT1	MRPL27	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9BYD3	ICT1	MRPL4	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9Y606	ICT1	PUS1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P09001	ICT1	MRPL3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.46
Q14197	Q9P2R7	ICT1	SUCLA2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9HCE1	ICT1	MOV10	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P40939	ICT1	HADHA	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P05166	ICT1	PCCB	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P54886	ICT1	ALDH18A1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9HC36	ICT1	RNMTL1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P46199	ICT1	MTIF2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q8N983	ICT1	MRPL43	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P13073	ICT1	COX4I1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9Y2Z4	ICT1	YARS2	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q96BP2	ICT1	CHCHD1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P04181	ICT1	OAT	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9Y2R5	ICT1	MRPS17	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P36542	ICT1	ATP5C1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q07021	ICT1	C1QBP	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q8NI60	ICT1	ADCK3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9BZE1	ICT1	MRPL37	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P49748	ICT1	ACADVL	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q00325	ICT1	SLC25A3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q9H9J2	ICT1	MRPL44	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	Q8NC60	ICT1	NOA1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7825470	0.35
Q14197	P09001	ICT1	MRPL3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7826503	0.46
Q14197	P51398	ICT1	DAP3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7826503	0.46
Q9BYC9	P51398	MRPL20	DAP3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7826524	0.35
Q9BYC9	P09001	MRPL20	MRPL3	MI:0007	Richter	2010	20186120	MI:0914	EBI-7826524	0.35
Q9BYC9	Q14197	MRPL20	ICT1	MI:0007	Richter	2010	20186120	MI:0914	EBI-7826524	0.35
Q14197	P09001	ICT1	MRPL3	MI:0029	Richter	2010	20186120	MI:0403	EBI-7826481	0.46
Q14197	P52815	ICT1	MRPL12	MI:0029	Richter	2010	20186120	MI:0403	EBI-7826481	0.46
Q14197	P51398	ICT1	DAP3	MI:0029	Richter	2010	20186120	MI:0403	EBI-7826481	0.46
O15357	O60504	INPPL1	SORBS3	MI:0018	Paternotte	2005	16302969	MI:0915	EBI-7904967	0.51
O60504	O15357	SORBS3	INPPL1	MI:0007	Paternotte	2005	16302969	MI:0915	EBI-7905019	0.51
O15357	O60504	INPPL1	SORBS3	MI:0416	Paternotte	2005	16302969	MI:0403	EBI-7905084	0.27
Q7Z460	Q96R06	CLASP1	SPAG5	MI:0006	Manning	2010	20852589	MI:0914	EBI-8305141	0.56
Q7Z460	O60333	CLASP1	KIF1B	MI:0006	Manning	2010	20852589	MI:0914	EBI-8305141	0.56
Q96R06	Q7Z460	SPAG5	CLASP1	MI:0006	Manning	2010	20852589	MI:0915	EBI-8305189	0.56
O60333	Q7Z460	KIF1B	CLASP1	MI:0006	Manning	2010	20852589	MI:0915	EBI-8305163	0.56
Q7Z460	O60333	CLASP1	KIF1B	MI:0007	Manning	2010	20852589	MI:0914	EBI-8305210	0.56
Q7Z460	Q96R06	CLASP1	SPAG5	MI:0007	Manning	2010	20852589	MI:0914	EBI-8305210	0.56
Q7Z460	Q86SQ0	CLASP1	PHLDB2	MI:0007	Manning	2010	20852589	MI:0915	EBI-8305228	0.40
O60216	Q9NP77	RAD21	SSU72	MI:0018	Kim	2010	20818333	MI:0915	EBI-8285523	0.67
Q9NP77	Q14683	SSU72	SMC1A	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285852	0.35
Q9NP77	Q9UQE7	SSU72	SMC3	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285852	0.35
Q9NP77	O60216	SSU72	RAD21	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285852	0.67
Q9NP77	Q8N3U4	SSU72	STAG2	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285852	0.58
Q9NP77	Q9UQE7	SSU72	SMC3	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285938	0.35
Q9NP77	O60216	SSU72	RAD21	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285938	0.67
Q9NP77	Q14683	SSU72	SMC1A	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285938	0.35
Q9NP77	Q8N3U4	SSU72	STAG2	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285938	0.58
O60216	Q9NP77	RAD21	SSU72	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285903	0.67
O60216	Q8N3U4	RAD21	STAG2	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285903	0.77
O60216	Q9UQE7	RAD21	SMC3	MI:0006	Kim	2010	20818333	MI:0914	EBI-8285903	0.87
O60216	Q14683	RAD21	SMC1A	MI:0007	Kim	2010	20818333	MI:0914	EBI-8286189	0.69
O60216	Q9UQE7	RAD21	SMC3	MI:0007	Kim	2010	20818333	MI:0914	EBI-8286189	0.87
O60216	Q9NP77	RAD21	SSU72	MI:0007	Kim	2010	20818333	MI:0914	EBI-8286189	0.67
Q9NP77	Q8N3U4	SSU72	STAG2	MI:0096	Kim	2010	20818333	MI:0407	EBI-8286363	0.58
Q9NP77	O60216	SSU72	RAD21	MI:0096	Kim	2010	20818333	MI:0407	EBI-8286273	0.67
O60216	Q9NP77	RAD21	SSU72	MI:0096	Kim	2010	20818333	MI:0915	EBI-8286503	0.67
Q9NP77	O60216	SSU72	RAD21	MI:0096	Kim	2010	20818333	MI:0914	EBI-8286404	0.67
Q9NP77	Q8N3U4	SSU72	STAG2	MI:0096	Kim	2010	20818333	MI:0914	EBI-8286404	0.58
O60216	Q9NP77	RAD21	SSU72	MI:0416	Kim	2010	20818333	MI:0403	EBI-8286740	0.67
O14746	P31749	TERT	AKT1	MI:0006	Kim	2008	18775701	MI:0915	EBI-8067912	0.40
P07359	P13224	GP1BA	GP1BB	MI:0054	Mo	2008	18789323	MI:0915	EBI-8072459	0.40
P07359	P14770	GP1BA	GP9	MI:0054	Mo	2008	18789323	MI:0915	EBI-8072459	0.40
P07359	P13224	GP1BA	GP1BB	MI:0054	Mo	2008	18789323	MI:0915	EBI-8072498	0.40
P07359	P14770	GP1BA	GP9	MI:0054	Mo	2008	18789323	MI:0915	EBI-8072498	0.40
P0CG48	Q96J02	UBC	ITCH	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955098	0.35
P0CG48	P46934	UBC	NEDD4	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955149	0.35
Q96PU5	P0CG48	NEDD4L	UBC	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955193	0.35
P0CG48	Q9HAU4	UBC	SMURF2	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955248	0.35
Q9H0M0	P0CG48	WWP1	UBC	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955266	0.35
P0CG48	P05412	UBC	JUN	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955318	0.55
O00308	P0CG48	WWP2	UBC	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955300	0.35
P0CG48	P17275	UBC	JUNB	MI:0096	Mund	2009	19343052	MI:0914	EBI-6955352	0.35
A0A0C4DGW0	P46934	NDFIP2	NEDD4	MI:0416	Mund	2009	19343052	MI:0403	EBI-6955422	0.27
P27986	Q9UKW4	PIK3R1	VAV3	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981117	0.40
P36888	P27986	FLT3	PIK3R1	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981129	0.40
P27986	P36888	PIK3R1	FLT3	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981141	0.40
P27986	Q9UKW4	PIK3R1	VAV3	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981153	0.40
P22681	P45983	CBL	MAPK8	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981204	0.40
P22681	P27986	CBL	PIK3R1	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981165	0.94
P45983	P27986	MAPK8	PIK3R1	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981177	0.62
P46109	P27986	CRKL	PIK3R1	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981240	0.59
P45983	P27986	MAPK8	PIK3R1	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981216	0.62
P45983	P22681	MAPK8	CBL	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981228	0.40
P27986	P22681	PIK3R1	CBL	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981264	0.94
P46109	P45983	CRKL	MAPK8	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981276	0.40
P22681	P46109	CBL	CRKL	MI:0006	Hartman	2006	16982329	MI:0915	EBI-6981252	0.83
P45983	P46108	MAPK8	CRK	MI:0096	Hartman	2006	16982329	MI:0915	EBI-6981298	0.59
P10275	O96028	AR	WHSC1	MI:0007	Kang	2009	19481544	MI:0914	EBI-7026040	0.60
P10275	P04637	AR	TP53	MI:0018	Kang	2009	19481544	MI:0915	EBI-7026093	0.37
P10275	O96028	AR	WHSC1	MI:0018	Kang	2009	19481544	MI:0915	EBI-7026128	0.60
O96028	P10275	WHSC1	AR	MI:0096	Kang	2009	19481544	MI:0407	EBI-7026175	0.60
O96028	P10275	WHSC1	AR	MI:0096	Kang	2009	19481544	MI:0407	EBI-7026197	0.60
O96028	P10275	WHSC1	AR	MI:0416	Kang	2009	19481544	MI:0403	EBI-7026288	0.60
P12931	P56945	SRC	BCAR1	MI:0096	Modzelewska	2006	17038317	MI:0915	EBI-7040544	0.69
P56945	Q07912	BCAR1	TNK2	MI:0096	Modzelewska	2006	17038317	MI:0915	EBI-7040520	0.52
P46108	P56945	CRK	BCAR1	MI:0096	Modzelewska	2006	17038317	MI:0915	EBI-7040602	0.76
Q07912	P56945	TNK2	BCAR1	MI:0096	Modzelewska	2006	17038317	MI:0915	EBI-7040581	0.52
P56945	P46108	BCAR1	CRK	MI:0006	Modzelewska	2006	17038317	MI:0915	EBI-7040649	0.76
P56945	P60953	BCAR1	CDC42	MI:0006	Modzelewska	2006	17038317	MI:0915	EBI-7040662	0.40
P56945	Q07912	BCAR1	TNK2	MI:0006	Modzelewska	2006	17038317	MI:0915	EBI-7040674	0.52
P56945	Q07912	BCAR1	TNK2	MI:0006	Modzelewska	2006	17038317	MI:0915	EBI-7040720	0.52
P56945	Q07912	BCAR1	TNK2	MI:0006	Modzelewska	2006	17038317	MI:0915	EBI-7040736	0.52
Q92538	P61981	GBF1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304562	0.59
P61981	Q9P0K7	YWHAG	RAI14	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304601	0.59
P38646	P61981	HSPA9	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304641	0.40
P33176	P61981	KIF5B	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304676	0.59
P61981	Q13009	YWHAG	TIAM1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304735	0.59
Q9Y2U5	P61981	MAP3K2	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304774	0.40
O95544	P61981	NADK	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304808	0.59
Q5VTL8	P61981	PRPF38B	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304847	0.59
Q32P44	P61981	EML3	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304886	0.59
P61981	Q8ND76	YWHAG	CCNY	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304919	0.59
P61981	Q12802	YWHAG	AKAP13	MI:0019	Jin	2004	15324660	MI:0915	EBI-7304958	0.59
P61981	O96013	YWHAG	PAK4	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305017	0.59
P61981	Q96F86	YWHAG	EDC3	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305072	0.59
P08069	P61981	IGF1R	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305090	0.59
P61981	Q7L804	YWHAG	RAB11FIP2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305129	0.59
P61981	O60333	YWHAG	KIF1B	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305183	0.59
P61981	Q9Y383	YWHAG	LUC7L2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305222	0.59
Q9NYF8	P61981	BCLAF1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305276	0.59
P61981	Q13523	YWHAG	PRPF4B	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305294	0.59
P07196	P61981	NEFL	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305353	0.40
P61981	P40818	YWHAG	USP8	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305408	0.59
Q9H0H5	P61981	RACGAP1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305447	0.59
P61981	Q9Y2J2	YWHAG	EPB41L3	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305486	0.76
Q8N3F8	P61981	MICALL1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305504	0.59
P25705	P61981	ATP5A1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305559	0.40
Q6WCQ1	P61981	MPRIP	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305663	0.59
Q14978	P61981	NOLC1	YWHAG	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305598	0.59
P61981	Q9UHX1	YWHAG	PUF60	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305745	0.59
Q9H4L5	P31946	OSBPL3	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305790	0.59
Q9Y2H1	P31946	STK38L	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305852	0.40
P31946	Q96JH8	YWHAB	RADIL	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305890	0.59
P31946	Q12802	YWHAB	AKAP13	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305944	0.69
Q96TC7	P31946	RMDN3	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7305983	0.78
O43299	P31946	AP5Z1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306022	0.40
Q96SB4	P31946	SRPK1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306055	0.59
Q8TEW0	P31946	PARD3	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306095	0.69
Q6PKG0	P31946	LARP1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306134	0.69
P31946	Q86X29	YWHAB	LSR	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306167	0.59
Q8IXP7	P31946	SAMD4B	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306226	0.40
P31946	Q02241	YWHAB	KIF23	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306280	0.59
P31946	P30291	YWHAB	WEE1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306319	0.74
Q9Y4H2	P31946	IRS2	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306337	0.69
Q86X27	P31946	RALGPS2	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306376	0.69
Q99570	P31946	PIK3R4	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306409	0.59
Q92574	P31946	TSC1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306448	0.40
P31946	Q7Z401	YWHAB	DENND4A	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306487	0.69
Q9Y2A7	P31946	NCKAP1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306520	0.69
O14744	P31946	PRMT5	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306579	0.40
P31946	P27448	YWHAB	MARK3	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306618	0.77
P0CG48	P31946	UBC	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306658	0.40
O00459	P31946	PIK3R2	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306691	0.40
P31946	P68400	YWHAB	CSNK2A1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306731	0.59
Q9UQ35	P31946	SRRM2	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306786	0.59
P31946	Q53ET0	YWHAB	CRTC2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306804	0.67
P31946	O94915	YWHAB	FRYL	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306843	0.59
P31946	Q9Y6M7	YWHAB	SLC4A7	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306917	0.59
P31946	Q9UKV3	YWHAB	ACIN1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7306956	0.59
Q9UJ41	P31946	RABGEF1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307011	0.59
P31946	Q96Q42	YWHAB	ALS2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307029	0.59
P31946	O75592	YWHAB	MYCBP2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307068	0.59
Q8N1I0	P31946	DOCK4	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307122	0.40
P31946	Q71U36	YWHAB	TUBA1A	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307161	0.40
Q07021	P31946	C1QBP	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307180	0.40
P11021	P31946	HSPA5	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307235	0.40
P08238	P31946	HSP90AB1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307274	0.40
P25705	P31946	ATP5A1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307314	0.40
P31946	P78527	YWHAB	PRKDC	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307332	0.40
P07437	P31946	TUBB	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307387	0.40
P31946	Q9UDY2	YWHAB	TJP2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307406	0.59
P31946	P18583	YWHAB	SON	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307445	0.40
Q14739	P31946	LBR	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307463	0.40
Q6WCQ1	P31946	MPRIP	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307502	0.59
Q8N3F8	P31946	MICALL1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307556	0.59
Q9Y2J2	P31946	EPB41L3	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307574	0.76
Q9H0H5	P31946	RACGAP1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307613	0.59
P40818	P31946	USP8	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307687	0.69
P31946	Q9BQA1	YWHAB	WDR77	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307757	0.40
Q9BRS2	P31946	RIOK1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307859	0.40
P31946	Q96F86	YWHAB	EDC3	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307913	0.69
Q9Y2U5	P31946	MAP3K2	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307931	0.69
P31946	P33176	YWHAB	KIF5B	MI:0019	Jin	2004	15324660	MI:0915	EBI-7307970	0.59
P31946	P49815	YWHAB	TSC2	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308044	0.93
P31946	Q9P0K7	YWHAB	RAI14	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308084	0.59
Q07866	P31946	KLC1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308102	0.59
P31946	Q96NE9	YWHAB	FRMD6	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308156	0.69
P31946	Q6ICG6	YWHAB	KIAA0930	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308195	0.69
P31946	P55196	YWHAB	MLLT4	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308235	0.40
O75494	P31946	SRSF10	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308268	0.40
P31946	Q15208	YWHAB	STK38	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308307	0.40
Q14C86	P31946	GAPVD1	YWHAB	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308381	0.69
P27348	Q6PKG0	YWHAQ	LARP1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308399	0.59
Q8IXP7	P27348	SAMD4B	YWHAQ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308439	0.40
P27348	Q9P0K7	YWHAQ	RAI14	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308494	0.59
P27348	P04264	YWHAQ	KRT1	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308513	0.40
Q6WCQ1	P27348	MPRIP	YWHAQ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308568	0.69
Q9Y2J2	P63104	EPB41L3	YWHAZ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308608	0.59
Q86X27	P63104	RALGPS2	YWHAZ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308647	0.59
Q9UDY2	P63104	TJP2	YWHAZ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308721	0.59
Q15208	P63104	STK38	YWHAZ	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308739	0.40
P63104	P15056	YWHAZ	BRAF	MI:0019	Jin	2004	15324660	MI:0915	EBI-7308793	0.77
O14522	O14522	PTPRT	PTPRT	MI:0007	Lim	2009	19816407	MI:0915	EBI-7281456	0.51
P0C0S5	O43257	H2AFZ	ZNHIT1	MI:0007	Cuadrado	2010	20473270	MI:0915	EBI-7974248	0.50
O43257	P0C0S5	ZNHIT1	H2AFZ	MI:0007	Cuadrado	2010	20473270	MI:0915	EBI-7974263	0.50
O43257	Q9GZN1	ZNHIT1	ACTR6	MI:0006	Cuadrado	2010	20473270	MI:0914	EBI-7974291	0.71
O43257	P0C0S5	ZNHIT1	H2AFZ	MI:0006	Cuadrado	2010	20473270	MI:0914	EBI-7974291	0.50
P0C0S5	Q9GZN1	H2AFZ	ACTR6	MI:0006	Cuadrado	2010	20473270	MI:0915	EBI-7974326	0.40
O43257	Q9GZN1	ZNHIT1	ACTR6	MI:0006	Cuadrado	2010	20473270	MI:0915	EBI-7974351	0.71
P01023	P21281	A2M	ATP6V1B2	MI:0029	Schr	2007	17174955	MI:0403	EBI-7183126	0.35
P01023	P21796	A2M	VDAC1	MI:0029	Schr	2007	17174955	MI:0403	EBI-7183126	0.35
P04637	P11021	TP53	HSPA5	MI:0006	Sun	2007	17184779	MI:0915	EBI-7193117	0.40
P38646	P04637	HSPA9	TP53	MI:0006	Sun	2007	17184779	MI:0915	EBI-7193232	0.81
P04637	P04792	TP53	HSPB1	MI:0006	Sun	2007	17184779	MI:0915	EBI-7193338	0.69
P04637	P34931	TP53	HSPA1L	MI:0006	Sun	2007	17184779	MI:0915	EBI-7193306	0.59
O43681	O43681	ASNA1	ASNA1	MI:0030	Kurdi	1998	9712828	MI:0407	EBI-8682958	0.44
P17655	Q9HBL0	CAPN2	TNS1	MI:0435	Chen	2000	11023826	MI:0194	EBI-7407099	0.44
O75356	O75356	ENTPD5	ENTPD5	MI:0029	Mulero	2000	11041857	MI:0914	EBI-7416926	0.35
P49773	Q14134	HINT1	TRIM29	MI:0018	Brzoska	1995	7644499	MI:0915	EBI-8596118	0.37
Q8IXJ6	O60729	SIRT2	CDC14B	MI:0006	Dryden	2003	12697818	MI:0915	EBI-8634723	0.52
Q8IXJ6	O60729	SIRT2	CDC14B	MI:0096	Dryden	2003	12697818	MI:0915	EBI-8634759	0.52
Q96EB6	P68400	SIRT1	CSNK2A1	MI:0006	Jang	2011	21968188	MI:0914	EBI-7459528	0.69
